Marca,SKU,Foto,Link site,Nome Marca,Nome Curadobia,Categoria,Sub-Categoria,Categoria Geral,Preço,Descrição do site,Grade,Tamanho do produto,Medidas,"Observação sobre Modelagem/Caimento (ex: reto, acinturado, oversized).",Tipo de tecido/material principal,Forro (sim/não),"Nível de transparência (ex: leve, média, zero).","Instruções de cuidado (ex: passa fácil, não amassa, pode lavar na máquina,  peça cede com uso; tecido com elastano).",Cor,"Tags de cores (ex: cor que alonga, combina com tudo)","Sazonalidade sugerida (ex: ideal para meia-estação, vai bem no verão com top por baixo).","Sugestões de tamanho por tipo de corpo  (ex: ideal para ombros largos, quadril estreito)",Ocasião Principal,Ocasião secundária,Ocasião ,Tempo médio de reposição.,Prazo médio de envio SEDEX para Sul e Sudeste,Prazo médio de envio PAC para Sul e Sudeste,Tipo de Frete,Tamanhos_Disponíveis,Grade_Completo,Medidas_Por_Tamanho
Reptilia,RP025004,,https://www.curadobia.com.br/reptilia/produto/jaqueta-levissima,Blusão Clark Velvet Café,JAQUETA LEVISSIMA,JAQUETA,CASACO/JAQUETA,Terceira Peça,997,"Por que está no CURADOBIA?

- Ótima para levar em viagem porque nao amassa;

- Tecido tecnológico levinho com toque muito gostoso;

- Brilho discreto por conta do acabamento resinado;

- Gola que muda conforme ajuste do ziper;

- Material que transita fácil no verão e no inverno.
",PP / P / M / G / GG,P,Busto e cintura aproximadamente 150 por ser oversized,,100% Poliéster. Origem brasileira,nan,nan,nan,Café,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / GG / M / P / PP,PP / P / M / G / GG,"P: Busto e cintura aproximadamente 150 por ser oversized | M: M – Comprimento: 73cm, Manga: 34cm, Cintura: 124cm
 | PP: - | G: G – Comprimento: 74cm, Manga: 35cm, Cintura: 126cm | GG: GG – Comprimento: 76cm, Manga: 36cm, Cintura: 132cm
"
Reptilia,RP025005,,https://www.curadobia.com.br/reptilia/produto/saia-levissima,Saia Mídi Clark Velvet Café,SAIA LEVISSIMA,SAIA,SAIA,Parte de Baixo,997,"Por que está no CURADOBIA?

- Tecido tecnológico levinho com toque muito agradável;

- Brilho discreto;

- Prega central que cria uma sensação de calça ampla;

- Material que transita fácil no verão e no inverno.

Cuidados:lavagem manual - sem alvejante/amaciante sem secadora",PP / P / M / G / GG,PP,"PP - Cintura: 68cm, Quadril: 112cm",,100% Poliéster. Origem brasileira,nan,nan,nan,Café,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / GG / M / P / PP,PP / P / M / G / GG,"PP: PP - Cintura: 68cm, Quadril: 112cm | P: P – Comprimento: 90cm, Cintura: 70cm | M: M – Comprimento: 91cm, Cintura: 76cm | G: G – Comprimento: 92cm, Cintura: 82cm | GG: GG – Comprimento: 93cm, Cintura: 90cm
"
Reptilia,RP025008,,https://www.curadobia.com.br/reptilia/produto/blusa-minimal,Blusa Japonesa Scuba Marsala,BLUSA MINIMAL,BLUSA MANGA CURTA,BLUSA,Parte de Cima,497,"Por que está no CURADOBIA?

- Tecido gostoso e arrumadão ao mesmo tempo;

- Manga curta que deixa os braços menos à mostra;

- Gola alta nem não alta assim.",PP / P / M / G / GG,M,"M – Busto: 84cm, Cintura: 80cm",," 54% Poliéster, 41% Modal, 05% Elastano. Origem brasileira.",nan,nan,nan,Bordô,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / GG / M / P / PP,PP / P / M / G / GG,"M: M – Busto: 84cm, Cintura: 80cm | G: G – Busto: 86cm, Cintura: 84cm | P: P – Busto: 80cm, Cintura: 76cm | GG: P – Busto: 92cm, Cintura: 88cm | PP: PP – Busto: 74cm, Cintura: 73cm"
Stella Bastos,SB020001,,https://www.curadobia.com.br/stella-bastos/produto/regata-wow-stella-bastos,TOP ANGELINA,REGATA WOW,REGATA,BLUSA,Parte de Cima,470,"Regata com jeitão bem moderno para trazer mais relevância para o preto. Aquela peça perfeita para partes de baixo com volumes. Regata ajustada, com apenas um ombro e recorte no busto para maior sustentação.",P / M / G,G,"G – Busto: 87cm, Cintura: 73cm, Quadril: 104cm",,95% viscose 5% elastano,nan,nan,nan,Preto,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,G / M / P,P / M / G,"G: G – Busto: 87cm, Cintura: 73cm, Quadril: 104cm | P: P – Busto: 79cm, Cintura: 65cm, Quadril: 94cm | M: M – Busto: 83cm, Cintura: 69cm, Quadril: 98cm"
Stella Bastos,SB020003,,https://www.curadobia.com.br/stella-bastos/produto/blusa-no,BLUSA FLORA,BLUSA BRILHEI,BLUSA REGATA,BLUSA,Parte de Cima,890,"Por que está no CURADOBIA?

- Detalhe no decote que enfeita;

- Por se diferenciar de uma pretinha basica;

- Modelagem boa para usar por fora;

- Tecido casual fácil de administrar.",PP / P / M,PP,"PP – Decote acima do busto: 74cm, Busto: 102cm, Cintura: 107cm",,"100% Algodão ( parace tecido de camisa mesmo ) 
",nan,nan,nan,Preto,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,M / P / PP,PP / P / M,"PP: PP – Decote acima do busto: 74cm, Busto: 102cm, Cintura: 107cm | P: P – Decote acima do busto: 78cm, Busto: 106cm, Cintura: 111cm | M: M – Decote acima do busto: 82cm, Busto: 110cm, Cintura: 115cm
"
Stella Bastos,SB020006,,https://www.curadobia.com.br/stella-bastos/produto/VESTIDO%20CLEANZ%C3%83O,Vestido Alma,VESTIDO CLEANZÃO,VESTIDO,VESTIDO,Peça única,1290,"Aquele pretinho que cria o equilibrio ideal entre o sexy e o clássico. A cava mais baixa na lateral, a fenda e o efeito dos ombros de fora deixam essa brincadeira de esconde e mostra na medida. Modelo altamente resolvedor para aquele jantarzinho chic ou uma festa arrumadona dependendo do impacto dos acessórios. ",36 / 38 / 40,36,"36 – Cintura: 76–80cm, Quadril: 94–98cm, Comprimento: 108cm",,"71% acetato ( levemente brilhante) , 29% viscose ( fresquinho)  e forro 100% poliéster ( resistente ) ",nan,nan,nan,Preto,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,36 / 38 / 40,36 / 38 / 40,"36: 36 – Cintura: 76–80cm, Quadril: 94–98cm, Comprimento: 108cm | 38: 38 – Cintura: 80–84cm, Quadril: 98–102cm, Comprimento: 108cm | 40: 40 – Cintura: 84–88cm, Quadril: 102–108cm, Comprimento: 108cm"
Stella Bastos,SB020007,,https://www.curadobia.com.br/stella-bastos/produto/camisa-azul,Camisa Bruna,A CAMISA AZUL,CAMISA,CAMISA,Parte de Cima,990,"Camisa oversized, caimento reto, sem cintura marcada. Ombros deslocados para visual mais despojado. Gola e pé de gola. Barra em curva acentuada, acabamento em aplicação de revel do mesmo tecido. Fechamento frontal com botões brancos.",PP / P / M,PP,"PP – Decote acima do busto: 74cm, Busto: 102cm, Cintura: 107cm",,100% Algodão,nan,nan,nan,Azul,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,M / P / PP,PP / P / M,"PP: PP – Decote acima do busto: 74cm, Busto: 102cm, Cintura: 107cm | P: P – Decote acima do busto: 78cm, Busto: 106cm, Cintura: 111cm | M: M – Decote acima do busto: 82cm, Busto: 110cm, Cintura: 115cm"
Stella Bastos,SB020008,,https://www.curadobia.com.br/stella-bastos/produto/macacao-QVN1,Macacão,MACACÃO ARTÍSTICO,MACACÃO,MACACÃO,Peça única,1460,"Macacão em sarja. Pernas em formato de pantalona, mangas longas e amplas para dobras. Fechamento frontal com botões de pressão, pé de gola e gola. Bolsos frontais na altura do peito, bolsos de alfaiataria na altura do quadril. Passantes na cintura. Acompanha cinto no mesmo tecido.",36 / 38 / 40 / 42,38,"38 – Busto: 79cm, Cintura: 69cm, Quadril: 98cm, Comprimento: 110cm",,100% Algodão,nan,nan,nan,Areia,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,36 / 38 / 40 / 42,36 / 38 / 40 / 42,"38: 38 – Busto: 79cm, Cintura: 69cm, Quadril: 98cm, Comprimento: 110cm | 36: 36 – Busto: 73cm, Cintura: 65cm, Quadril: 94cm, Comprimento: 108cm | 40: 40 – Busto: 83cm, Cintura: 73cm, Quadril: 102cm, Comprimento: 112cm | 42: 42 – Busto: 91cm, Cintura: 77cm, Quadril: 106cm, Comprimento: 112cm"
Stella Bastos,SB020009,,https://www.curadobia.com.br/stella-bastos/produto/calca-todo-dia,Calça Ava,CALÇA TODO DIA,CALÇA,CALÇA,Parte de Baixo,1290,"Calça de corte amplo, com as pernas levemente abauladas, cintura no lugar, pregas, bolsos laterais e traseiros. Fechamento frontal com zíper. Tecido estruturado.",36 / 38 / 40 / 42,38,"38 – Busto: 79cm, Cintura: 69cm, Quadril: 98cm, Comprimento: 110cm
",,100% Algodão,nan,nan,nan,Fendi,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,36 / 38 / 40 / 42,36 / 38 / 40 / 42,"38: 38 – Busto: 79cm, Cintura: 69cm, Quadril: 98cm, Comprimento: 110cm
 | 36: 36 – Busto: 73cm, Cintura: 65cm, Quadril: 94cm, Comprimento: 108cm | 40: 40 – Busto: 83cm, Cintura: 73cm, Quadril: 102cm, Comprimento: 112cm | 42: 42 – Busto: 91cm, Cintura: 77cm, Quadril: 106cm, Comprimento: 112cm"
Nauanin,SD202160,,https://www.curadobia.com.br/nauanin/produto/sandalia-manhata,Sandália Manhatã Metalizada Café ,SANDÁLIA PODEROSONA,SANDÁLIA SALTO ALTO,SANDÁLIA,Sapato,790,"Sandália feita em couro de cabra, super macio e confortável, possui salto cone 4 cm. Com zíper na parte de trás. Quem calça ama o conforto dessa sandália, tanto para os pés quanto para a coluna.",35 / 36 / 37 / 38 / 39 / 40,35,-,,100% couro de cabra,nan,nan,nan,Metalizada Café,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,35 / 36 / 37 / 38 / 39 / 40,35 / 36 / 37 / 38 / 39 / 40,35: - | 36: - | 37: - | 38: - | 39: - | 40: -
Sarpi,SP033001,,https://www.curadobia.com.br/sarpi/produto/colar-surpresa,Colar Essência,COLAR SURPRESA,COLAR,COLAR,Acessório,995,"Sua essência favorita sempre por perto, com o design único do colar desenhado em colaboração das marcas Sarpi e Missinclof. O pingente se abre para guardar um difusor, que pode receber gotas de óleo essencial. Para arrematar, um crisoprásio cravado na tampa, pedra da família dos quartzos, conhecida por suas propriedades de cura e equilíbrio. O pingente vem com um difusor e acompanha mais dois refis.",U,U,"Pingente: 3,5cm de altura por 0,9cm de largura 

Corrente: 75cm com ajuste para 70cm 
",,Metal banhado a ouro.,nan,nan,nan,Dourado,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,"U: Pingente: 3,5cm de altura por 0,9cm de largura 

Corrente: 75cm com ajuste para 70cm 
"
Sarpi,SP033002,,https://www.curadobia.com.br/sarpi/produto/brinco-iluminador,Brinco Arabesco,BRINCO ILUMINADOR,BRINCO MÉDIO,BRINCO,Acessório,390,"Uma chapa plana que ganha vida: torcida, dobrada e moldada a mão, até tomar a forma dos rastros deixados no ar pelos movimentos de uma bailarina. O brinco  arabesco tem uma assimetria intencional: um lado não é exatamente igual ao outro, mas se complementam em perfeita harmonia. Um brinco de tamanho médio, super leve e confortável, mas que nunca passa despercebido. ",U,U,"3,20cm de altura x 1,7cm de largura",,Metal banhado a ouro.,nan,nan,nan,Dourado,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,"U: 3,20cm de altura x 1,7cm de largura"
Sarpi,SP033003,,https://www.curadobia.com.br/sarpi/produto/choker-maleavel,Gargantilha Cava - Prata,CHOKER MALEÁVEL,CHOKER,COLAR,Acessório,980,"Toda retorcida e intencionalmente imperfeita, a gargantilha Cava reproduz as diversas camadas acumuladas nas paredes das cavernas ao longo de milénios.
O modelo foi esculpido a mão em cera mole e depois fundido em metal com a técnica de cera perdida. Assim se preserva cada curva, dobra ou reentrância da matriz, valorizando o caráter manual e único da peça.",U,U,40cm com ajuste para 45cm,,Banho de platina.,nan,nan,nan,Prata,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,U: 40cm com ajuste para 45cm
Sarpi,SP033004,,https://www.curadobia.com.br/sarpi/produto/brinco-festeiro,Brinco Escama Longo,BRINCO FESTEIRO,BRINCO LONGO,BRINCO,Acessório,580,"Um brinco levíssimo feito de pequenas escamas que revelam sua textura única a cada movimento.

A pedra lapidada em cabochão é um Crisoprásio e o banho de ouro ou platina é hipoalergênico.

O nome da pedra vem do grego chrysos, que significa ouro, e prason, que representa a cor verde. Os antigos gregos consideravam o “ouro verde” um amuleto de proteção que trazia sorte e felicidade. ",U,U,"5cm de altura por 1,8cm de largura
",,Metal banhado a ouro.,nan,nan,nan,Dourado,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,"U: 5cm de altura por 1,8cm de largura
"
Sarpi,SP033005,,https://www.curadobia.com.br/sarpi/produto/brinco-pah,Brinco Paloma,BRINCO PAH,BRINCO LONGO,BRINCO,Acessório,520,"Dois elos interconectados, moldados a mão, um por um. O resultado é um brinco  de presença, estrela de qualquer look.
É leve para o seu tamanho e a tarraxa grande tem boa sustentação, o que garante conforto.
Como são moldadas de forma artesanal, cada peça é um pouco diferente da outra, o que a torna única e especial.
Fechamento por pino e tarraxa",U,U,"6,5cm de altura por 3,4cm de largura
",,Metal banhado a ouro.,nan,nan,nan,Dourado,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,"U: 6,5cm de altura por 3,4cm de largura
"
Tatiana Queiroz,TQ015002,,https://www.curadobia.com.br/tatiana-queiroz/produto/bracelete-levinho,BRACELETE MAYA,BRACELETE LEVINHO,BRACELETE,BRACELETE/PULSEIRA,Acessório,540,Bracelete é aquele acessório que amamos o efeito visual mas nem sempre traz conforto. Esse aqui por ter o elemento vazado consegue exatamente o efeito tcharanz com leveza. E ainda tem aquela estrutura perfeita para ser usada por cima da manga.,U,U,"Peso: 41gr
Comprimento: 6 cm de diâmetro interno",,Metal com banho de Ouro 18k,nan,nan,nan,Dourado,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,"U: Peso: 41gr
Comprimento: 6 cm de diâmetro interno"
Tatiana Queiroz,TQ015005,,https://www.curadobia.com.br/tatiana-queiroz/produto/badulaque-alvorada-ouro-choker-ganza-ouro,Badulaque Alvorada - Ouro + Choker Ganzá - Ouro,COLAR RESOLVEDOR,CHOKER,COLAR,Acessório,960,"Todas as joias são produzidas em pequena escala, feitas à mão e trabalhadas artesanalmente utilizando técnicas de ourivesaria.

O acabamento é sempre feito à mão, por isso podem apresentar pequenas diferenças entre a foto e a peça adquirida.",U,U,"Peso: 69gr 
Comprimento: 9cm de altura",,Metal com banho de Ouro 18k,nan,nan,nan,Dourado,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,"U: Peso: 69gr 
Comprimento: 9cm de altura"
Tatiana Queiroz,TQ015006,,https://www.curadobia.com.br/tatiana-queiroz/produto/bracelete-berber,Bracelete Berber - Prata,BRACELETE PODEROSÃO,BRACELETE,BRACELETE/PULSEIRA,Acessório,1280,"Todas as joias são produzidas em pequena escala, feitas à mão e trabalhadas artesanalmente utilizando técnicas de ourivesaria.O acabamento é sempre feito à mão, por isso podem apresentar pequenas diferenças entre a foto e a peça adquirida.",U,U,"Peso: 87gr 
Comprimento: 6 cm de diâmetro interno",,Bracelete em metal com banho de Prata 925,nan,nan,nan,Prata,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,"U: Peso: 87gr 
Comprimento: 6 cm de diâmetro interno"
Tatiana Queiroz,TQ015007,,https://www.curadobia.com.br/tatiana-queiroz/produto/brinco-aro,Brinco Aro - Ouro,BRINCO DANÇANTE,BRINCO LONGO,BRINCO,Acessório,280,"Por que está no CURADOBIA?

- Levissimo;

- Esconde orelha rasgada;

- Vazado para o tamanho não parecer exagerado;

- Bom para levar em viagem.
Todas as joias são produzidas em pequena escala, feitas à mão e trabalhadas artesanalmente utilizando técnicas de ourivesaria.O acabamento é sempre feito à mão, por isso podem apresentar pequenas diferenças entre a foto e a peça adquirida.

",U,U,"Peso: 3g cada
Comprimento: 7cm de altura",,"Brinco em metal com banho de Ônix e Ouro 18k
",nan,nan,nan,Dourado e Prata,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,"U: Peso: 3g cada
Comprimento: 7cm de altura"
Tatiana Queiroz,TQ015008,,https://www.curadobia.com.br/tatiana-queiroz/produto/brinco-chiqueria,Brinco Nomad - Ouro,BRINCO CHIQUERIA,BRINCO MÉDIO,BRINCO,Acessório,470,nan,U,U,nan,,nan,nan,nan,nan,Dourado,nan,,,nan,nan,,Média de 30 a 60 dias,2 a 5 dias úteis,5 a 15 das úteis,PAC ou SEDEX,U,U,
